date,username,feature,sessions,time spent,average time spent
2020-03-19,aortega,Account Managment,13,11,0.8461538462
2020-03-19,twright,Saga Creation,17,15,0.8823529412
2020-03-20,zmack,Account Managment,13,19,1.461538462
2020-03-20,kflowers,Automation,15,18,1.2
2020-03-20,shartman,Saga Creation,17,17,1
2020-03-20,rconway,Task Creation,16,10,0.625
2020-03-20,twright,Roadmap,17,43,2.529411765
2020-03-20,trusso,Reporting,14,22,1.571428571
2020-03-21,kdurham,Reporting,15,20,1.333333333
2020-03-21,sfox,Task Creation,13,18,1.384615385
2020-03-21,dbriggs,Saga Creation,16,29,1.8125
2020-03-21,mstephens,Roadmap,16,55,3.4375
2020-03-21,twright,Automation,17,16,0.9411764706
2020-03-22,atucker,Roadmap,17,59,3.470588235
2020-03-22,ahanna,Automation,16,8,0.5
2020-03-22,kcarr,Account Managment,17,16,0.9411764706
2020-03-22,slarson,Saga Creation,17,25,1.470588235
2020-03-22,lwheeler,Task Creation,14,20,1.428571429
2020-03-22,evega,Reporting,17,33,1.941176471
2020-03-23,chenson,Saga Creation,17,23,1.352941176
2020-03-23,mforbes,Task Creation,16,27,1.6875
2020-03-23,kgalloway,Roadmap,17,56,3.294117647
2020-03-23,zhodges,Account Managment,17,20,1.176470588
2020-03-24,awoodward,Reporting,17,25,1.470588235
2020-03-24,eberry,Roadmap,17,42,2.470588235
2020-03-24,agardner,Account Managment,17,18,1.058823529
2020-03-24,chenson,Saga Creation,15,32,2.133333333
2020-03-24,tosborne,Automation,16,18,1.125
2020-03-25,jgreen,Saga Creation,17,32,1.882352941
2020-03-25,alara,Account Managment,14,18,1.285714286
2020-03-25,prubio,Task Creation,13,29,2.230769231
2020-03-25,ewaller,Reporting,14,31,2.214285714
2020-03-25,fsexton,Automation,15,10,0.6666666667
2020-03-25,prubio,Roadmap,16,42,2.625
2020-03-26,kflowers,Automation,13,13,1
2020-03-26,kflowers,Reporting,15,29,1.933333333
2020-03-26,zmack,Task Creation,15,20,1.333333333
2020-03-26,sshepard,Saga Creation,17,20,1.176470588
2020-03-26,cstuart,Account Managment,13,16,1.230769231
2020-03-27,greilly,Task Creation,17,21,1.235294118
2020-03-27,kgalloway,Saga Creation,14,23,1.642857143
2020-03-27,acox,Reporting,14,26,1.857142857
2020-03-27,mforbes,Roadmap,14,40,2.857142857
2020-03-27,kwalter,Automation,17,20,1.176470588
2020-03-27,mforbes,Account Managment,14,16,1.142857143
2020-03-28,shartman,Automation,16,18,1.125
2020-03-28,tosborne,Saga Creation,14,30,2.142857143
2020-03-28,aortega,Account Managment,15,8,0.5333333333
2020-03-28,tosborne,Reporting,15,16,1.066666667
2020-03-28,kvilla,Roadmap,13,60,4.615384615
2020-03-29,bwise,Roadmap,15,46,3.066666667
2020-03-29,ofrye,Automation,14,5,0.3571428571
2020-03-29,zhodges,Saga Creation,14,16,1.142857143
2020-03-29,dhays,Account Managment,13,10,0.7692307692
2020-03-29,lbuck,Task Creation,16,24,1.5
2020-03-29,kreese,Reporting,14,31,2.214285714
2020-03-30,shardin,Account Managment,17,17,1
2020-03-30,dbell,Roadmap,13,55,4.230769231
2020-03-30,shorne,Reporting,13,32,2.461538462
2020-03-30,kalvarado,Task Creation,16,21,1.3125
2020-03-30,ncooke,Automation,15,18,1.2
2020-03-31,chodge,Saga Creation,14,17,1.214285714
2020-03-31,kkane,Reporting,15,35,2.333333333
2020-03-31,jbarajas,Task Creation,16,27,1.6875
2020-03-31,cdudley,Roadmap,14,51,3.642857143
2020-03-31,kdurham,Account Managment,14,16,1.142857143
2020-03-31,bwise,Automation,13,19,1.461538462
2020-04-01,sferguson,Task Creation,14,22,1.571428571
2020-04-01,rcalhoun,Automation,13,15,1.153846154
2020-04-01,dbenton,Roadmap,14,49,3.5
2020-04-01,tduffy,Saga Creation,14,32,2.285714286
2020-04-01,jgreen,Reporting,16,29,1.8125
2020-04-01,jhansen,Account Managment,15,16,1.066666667
2020-04-02,acombs,Account Managment,17,6,0.3529411765
2020-04-02,greilly,Roadmap,15,43,2.866666667
2020-04-02,ecampos,Task Creation,13,11,0.8461538462
2020-04-02,cstuart,Reporting,17,29,1.705882353
2020-04-02,ggiles,Automation,13,9,0.6923076923
2020-04-02,nclarke,Saga Creation,15,28,1.866666667
2020-04-03,mbarron,Automation,16,6,0.375
2020-04-03,kdurham,Roadmap,16,48,3
2020-04-03,kkane,Task Creation,17,10,0.5882352941
2020-04-03,kcarr,Account Managment,16,6,0.375
2020-04-03,evega,Reporting,17,29,1.705882353
2020-04-04,ahernandez,Reporting,16,20,1.25
2020-04-04,cpetersen,Saga Creation,14,33,2.357142857
2020-04-04,evilla,Account Managment,15,6,0.4
2020-04-04,soneill,Task Creation,13,13,1
2020-04-04,mmayer,Automation,16,12,0.75
2020-04-05,awoodward,Roadmap,17,52,3.058823529
2020-04-05,nblair,Account Managment,16,15,0.9375
2020-04-05,alara,Saga Creation,16,27,1.6875
2020-04-05,cdudley,Automation,14,7,0.5
2020-04-05,chodge,Task Creation,13,19,1.461538462
2020-04-05,rconway,Reporting,17,30,1.764705882
2020-04-06,cpetersen,Reporting,16,24,1.5
2020-04-06,akeller,Task Creation,13,25,1.923076923
2020-04-06,cdudley,Automation,15,20,1.333333333
2020-04-06,rrobles,Account Managment,17,24,1.411764706
2020-04-07,acox,Reporting,16,20,1.25
2020-04-07,oherman,Saga Creation,13,18,1.384615385
2020-04-07,cstuart,Roadmap,17,48,2.823529412
2020-04-07,rcalhoun,Automation,14,20,1.428571429
2020-04-07,bhensley,Task Creation,16,26,1.625
2020-04-08,dhays,Automation,17,16,0.9411764706
2020-04-08,rrobles,Account Managment,16,19,1.1875
2020-04-08,kgalloway,Saga Creation,15,21,1.4
2020-04-08,ggiles,Task Creation,17,13,0.7647058824
2020-04-08,ncooke,Reporting,13,23,1.769230769
2020-04-09,nphillips,Task Creation,15,23,1.533333333
2020-04-09,twright,Automation,17,3,0.1764705882
2020-04-09,lwheeler,Roadmap,14,51,3.642857143
2020-04-09,dbriggs,Saga Creation,15,17,1.133333333
2020-04-09,ablackwell,Reporting,15,15,1
2020-04-09,kreese,Account Managment,13,24,1.846153846
2020-04-10,kcarr,Saga Creation,17,33,1.941176471
2020-04-10,slarson,Account Managment,14,25,1.785714286
2020-04-10,kreese,Task Creation,13,23,1.769230769
2020-04-10,jbeasley,Roadmap,16,46,2.875
2020-04-10,shartman,Automation,13,2,0.1538461538
2020-04-10,awoodward,Reporting,14,20,1.428571429
2020-04-11,prubio,Reporting,17,27,1.588235294
2020-04-11,rcalhoun,Roadmap,14,53,3.785714286
2020-04-11,edillon,Account Managment,13,23,1.769230769
2020-04-11,soneill,Task Creation,15,28,1.866666667
2020-04-11,mgonzalez,Saga Creation,15,34,2.266666667
2020-04-11,ahanna,Automation,15,1,0.06666666667
2020-04-12,jgreen,Automation,17,7,0.4117647059
2020-04-12,ipierce,Roadmap,14,40,2.857142857
2020-04-12,ablackwell,Task Creation,13,25,1.923076923
2020-04-13,bparker,Saga Creation,17,29,1.705882353
2020-04-13,jbeasley,Account Managment,14,18,1.285714286
2020-04-13,oherman,Reporting,16,27,1.6875
2020-04-13,jnicholson,Automation,17,2,0.1176470588
2020-04-13,rherman,Roadmap,14,46,3.285714286
2020-04-13,cstuart,Task Creation,16,30,1.875
2020-04-14,gcarroll,Automation,14,16,1.142857143
2020-04-14,jgreen,Account Managment,14,18,1.285714286
2020-04-14,qwyatt,Task Creation,17,16,0.9411764706
2020-04-14,kashley,Roadmap,14,47,3.357142857
2020-04-14,jhansen,Saga Creation,15,24,1.6
2020-04-14,oherman,Reporting,13,17,1.307692308
2020-04-15,amurphy,Saga Creation,13,16,1.230769231
2020-04-15,kgalloway,Reporting,13,28,2.153846154
2020-04-15,qwyatt,Account Managment,14,5,0.3571428571
2020-04-15,kwalter,Automation,15,18,1.2
2020-04-16,trusso,Roadmap,17,46,2.705882353
2020-04-16,ecoleman,Automation,15,15,1
2020-04-16,tosborne,Account Managment,15,5,0.3333333333
2020-04-16,zhodges,Reporting,15,22,1.466666667
2020-04-16,mmayer,Saga Creation,16,21,1.3125
2020-04-16,dbriggs,Task Creation,17,16,0.9411764706
2020-04-17,cstuart,Saga Creation,17,15,0.8823529412
2020-04-17,jbarajas,Account Managment,16,14,0.875
2020-04-17,oherman,Automation,16,18,1.125
2020-04-17,sshepard,Reporting,16,29,1.8125
2020-04-17,qwyatt,Task Creation,13,29,2.230769231
2020-04-18,akeller,Saga Creation,14,29,2.071428571
2020-04-18,akeller,Reporting,17,34,2
2020-04-18,atucker,Account Managment,17,12,0.7058823529
2020-04-18,amcintyre,Automation,17,19,1.117647059
2020-04-18,sfox,Task Creation,13,27,2.076923077
2020-04-18,ablackwell,Roadmap,16,40,2.5
2020-04-19,kgalloway,Roadmap,15,53,3.533333333
2020-04-19,jgreen,Task Creation,17,17,1
2020-04-19,sferguson,Reporting,17,21,1.235294118
2020-04-19,ecoleman,Saga Creation,17,21,1.235294118
2020-04-20,hjames,Task Creation,14,15,1.071428571
2020-04-20,fsexton,Roadmap,16,48,3
2020-04-20,kgalloway,Account Managment,16,25,1.5625
2020-04-20,alara,Saga Creation,16,32,2
2020-04-20,kwalter,Reporting,17,21,1.235294118
2020-04-20,swise,Automation,15,19,1.266666667
2020-04-21,jbarajas,Saga Creation,16,25,1.5625
2020-04-21,kgalloway,Reporting,15,24,1.6
2020-04-21,soneill,Account Managment,17,11,0.6470588235
2020-04-21,jgreen,Automation,17,12,0.7058823529
2020-04-21,amcintyre,Task Creation,15,28,1.866666667
2020-04-22,qwyatt,Saga Creation,17,16,0.9411764706
2020-04-22,eberry,Task Creation,15,19,1.266666667
2020-04-22,ewaller,Automation,14,11,0.7857142857
2020-04-22,ofrye,Account Managment,16,23,1.4375
2020-04-22,skelly,Reporting,13,19,1.461538462
2020-04-22,acombs,Roadmap,13,50,3.846153846
2020-04-23,twright,Account Managment,14,7,0.5
2020-04-23,yfriedman,Automation,15,15,1
2020-04-23,acox,Roadmap,13,49,3.769230769
2020-04-23,bwise,Saga Creation,17,26,1.529411765
2020-04-23,ecampos,Task Creation,15,12,0.8
2020-04-24,dbriggs,Account Managment,14,7,0.5
2020-04-24,fsexton,Automation,17,11,0.6470588235
2020-04-24,evilla,Saga Creation,16,30,1.875
2020-04-24,evega,Reporting,16,29,1.8125
2020-04-24,kflowers,Task Creation,13,30,2.307692308
2020-04-25,cdudley,Automation,14,10,0.7142857143
2020-04-25,fsexton,Saga Creation,13,34,2.615384615
2020-04-25,zhodges,Account Managment,14,6,0.4285714286
2020-04-26,afuentes,Automation,15,9,0.6
2020-04-26,prubio,Roadmap,14,52,3.714285714
2020-04-26,nphillips,Saga Creation,15,19,1.266666667
2020-04-27,mmayer,Reporting,16,33,2.0625
2020-04-27,aosborn,Roadmap,13,47,3.615384615
2020-04-27,ecoleman,Account Managment,14,17,1.214285714
2020-04-27,kdurham,Saga Creation,14,21,1.5
2020-04-27,rconway,Task Creation,16,28,1.75
2020-04-27,cpetersen,Automation,16,6,0.375
2020-04-28,ofrye,Automation,16,1,0.0625
2020-04-28,edillon,Account Managment,16,22,1.375
2020-04-28,agardner,Roadmap,13,49,3.769230769
2020-04-28,atucker,Reporting,15,19,1.266666667
2020-04-28,qwyatt,Saga Creation,13,18,1.384615385
2020-04-29,mbarron,Task Creation,16,26,1.625
2020-04-29,slarson,Automation,15,15,1
2020-04-29,chenson,Roadmap,17,60,3.529411765
2020-04-29,kalvarado,Reporting,14,27,1.928571429
2020-04-29,jgreen,Saga Creation,17,28,1.647058824
2020-04-29,kashley,Account Managment,14,8,0.5714285714
2020-04-30,slarson,Reporting,14,24,1.714285714
2020-04-30,akeller,Automation,15,9,0.6
2020-04-30,kflowers,Saga Creation,14,17,1.214285714
2020-04-30,swise,Task Creation,14,29,2.071428571
2020-04-30,dbenton,Roadmap,13,59,4.538461538
2020-04-30,kreese,Account Managment,15,5,0.3333333333
2020-05-01,slarson,Roadmap,15,49,3.266666667
2020-05-01,swise,Account Managment,13,19,1.461538462
2020-05-01,soneill,Automation,15,13,0.8666666667
2020-05-01,akeller,Task Creation,13,18,1.384615385
2020-05-01,skelly,Reporting,14,23,1.642857143
2020-05-02,soneill,Saga Creation,15,31,2.066666667
2020-05-02,jnicholson,Reporting,17,26,1.529411765
2020-05-02,kdurham,Task Creation,15,12,0.8
2020-05-02,evilla,Account Managment,14,20,1.428571429
2020-05-02,cpetersen,Roadmap,13,52,4
2020-05-02,alara,Automation,14,20,1.428571429
2020-05-03,ablackwell,Automation,16,11,0.6875
2020-05-03,lbuck,Reporting,15,20,1.333333333
2020-05-03,rconway,Task Creation,13,28,2.153846154
2020-05-03,nlane,Account Managment,16,16,1
2020-05-03,aosborn,Saga Creation,15,33,2.2
2020-05-04,rherman,Reporting,15,27,1.8
2020-05-04,twright,Task Creation,13,20,1.538461538
2020-05-04,shartman,Account Managment,16,19,1.1875
2020-05-04,kwalter,Roadmap,14,54,3.857142857
2020-05-05,prubio,Saga Creation,13,30,2.307692308
2020-05-05,rherman,Task Creation,16,21,1.3125
2020-05-05,ahanna,Account Managment,16,11,0.6875
2020-05-05,bcastaneda,Reporting,13,15,1.153846154
2020-05-05,fsexton,Automation,17,17,1
2020-05-06,rrobles,Saga Creation,16,30,1.875
2020-05-06,kdurham,Reporting,13,18,1.384615385
2020-05-06,twright,Automation,14,18,1.285714286
2020-05-06,amurphy,Roadmap,17,48,2.823529412
2020-05-06,rrobles,Account Managment,13,12,0.9230769231
2020-05-06,kwalter,Task Creation,13,21,1.615384615
2020-05-07,cvillarreal,Task Creation,13,29,2.230769231
2020-05-07,tosborne,Automation,13,2,0.1538461538
2020-05-07,agardner,Account Managment,15,24,1.6
2020-05-07,dbenton,Roadmap,15,56,3.733333333
2020-05-07,alara,Reporting,13,28,2.153846154
2020-05-07,mmayer,Saga Creation,15,35,2.333333333
2020-05-08,trusso,Saga Creation,17,29,1.705882353
2020-05-08,ncooke,Account Managment,16,5,0.3125
2020-05-08,dbriggs,Automation,17,3,0.1764705882
2020-05-08,kdurham,Reporting,16,18,1.125
2020-05-08,zhodges,Task Creation,16,30,1.875
2020-05-09,rherman,Reporting,13,23,1.769230769
2020-05-09,amurphy,Task Creation,14,22,1.571428571
2020-05-09,kcarr,Account Managment,13,10,0.7692307692
2020-05-09,evilla,Roadmap,13,55,4.230769231
2020-05-09,kdurham,Automation,14,18,1.285714286
2020-05-09,rherman,Saga Creation,17,19,1.117647059
2020-05-10,nphillips,Automation,17,12,0.7058823529
2020-05-10,ipierce,Roadmap,13,59,4.538461538
2020-05-10,evilla,Reporting,14,31,2.214285714
2020-05-10,ecampos,Saga Creation,17,19,1.117647059
2020-05-10,twright,Task Creation,16,24,1.5
2020-05-11,ablackwell,Automation,15,5,0.3333333333
2020-05-11,kashley,Saga Creation,16,35,2.1875
2020-05-11,edillon,Reporting,14,26,1.857142857
2020-05-11,shumphrey,Roadmap,15,40,2.666666667
2020-05-11,jbeasley,Account Managment,15,7,0.4666666667
2020-05-12,zhodges,Roadmap,17,41,2.411764706
2020-05-12,aortega,Saga Creation,15,24,1.6
2020-05-12,rcalhoun,Account Managment,13,8,0.6153846154
2020-05-12,hjames,Automation,13,6,0.4615384615
2020-05-12,gcarroll,Reporting,13,33,2.538461538
2020-05-13,evilla,Task Creation,15,15,1
2020-05-13,chodge,Automation,14,19,1.357142857
2020-05-13,kvilla,Saga Creation,17,32,1.882352941
2020-05-13,aortega,Roadmap,17,50,2.941176471
2020-05-13,nblair,Reporting,16,29,1.8125
2020-05-14,kdurham,Reporting,17,34,2
2020-05-14,bedwards,Saga Creation,17,29,1.705882353
2020-05-14,acombs,Task Creation,13,15,1.153846154
2020-05-14,ahanna,Roadmap,15,52,3.466666667
2020-05-14,ncooke,Account Managment,16,20,1.25
2020-05-15,ipierce,Account Managment,16,20,1.25
2020-05-15,bcastaneda,Reporting,15,29,1.933333333
2020-05-15,chenson,Automation,16,5,0.3125
2020-05-15,ablackwell,Task Creation,16,18,1.125
2020-05-15,fsexton,Roadmap,17,58,3.411764706
2020-05-16,kashley,Roadmap,13,43,3.307692308
2020-05-16,mstephens,Saga Creation,16,28,1.75
2020-05-16,cdudley,Reporting,17,20,1.176470588
2020-05-16,mforbes,Automation,15,6,0.4
2020-05-17,aosborn,Saga Creation,15,17,1.133333333
2020-05-17,ofrye,Roadmap,17,52,3.058823529
2020-05-17,dbenton,Account Managment,13,13,1
2020-05-17,qwyatt,Automation,14,6,0.4285714286
2020-05-17,tosborne,Reporting,16,22,1.375
2020-05-17,zmack,Task Creation,15,20,1.333333333
2020-05-18,mmayer,Task Creation,13,24,1.846153846
2020-05-18,shumphrey,Automation,17,2,0.1176470588
2020-05-18,evega,Reporting,15,35,2.333333333
2020-05-18,jnicholson,Saga Creation,16,33,2.0625
2020-05-18,kalvarado,Roadmap,17,59,3.470588235
2020-05-18,afuentes,Account Managment,16,10,0.625
2020-05-19,mgonzalez,Saga Creation,14,30,2.142857143
2020-05-19,ewaller,Account Managment,14,24,1.714285714
2020-05-19,kkane,Automation,15,11,0.7333333333
2020-05-19,bwise,Reporting,14,24,1.714285714
2020-05-20,evilla,Reporting,13,32,2.461538462
2020-05-20,kflowers,Automation,15,1,0.06666666667
2020-05-20,bparker,Roadmap,16,41,2.5625
2020-05-20,ablackwell,Task Creation,14,11,0.7857142857
2020-05-20,jhuang,Saga Creation,13,25,1.923076923
2020-05-21,alara,Saga Creation,14,27,1.928571429
2020-05-21,akeller,Account Managment,15,13,0.8666666667
2020-05-21,dhays,Reporting,13,31,2.384615385
2020-05-21,nlane,Task Creation,13,23,1.769230769
2020-05-21,nphillips,Automation,17,5,0.2941176471
2020-05-21,jhuang,Roadmap,15,54,3.6
2020-05-22,cvillarreal,Saga Creation,13,20,1.538461538
2020-05-22,twright,Reporting,15,35,2.333333333
2020-05-22,wharvey,Task Creation,16,11,0.6875
2020-05-22,jhansen,Account Managment,17,10,0.5882352941
2020-05-22,mstephens,Roadmap,16,41,2.5625
2020-05-22,acox,Automation,17,2,0.1176470588
2020-05-23,ewaller,Reporting,17,20,1.176470588
2020-05-23,rconway,Roadmap,17,41,2.411764706
2020-05-23,swise,Saga Creation,15,33,2.2
2020-05-23,rrobles,Task Creation,15,14,0.9333333333
2020-05-23,bwise,Account Managment,13,5,0.3846153846
2020-05-24,rrobles,Automation,17,20,1.176470588
2020-05-24,ofrye,Saga Creation,15,26,1.733333333
2020-05-24,ehodges,Roadmap,15,47,3.133333333
2020-05-24,jbeasley,Reporting,16,15,0.9375
2020-05-24,ewaller,Account Managment,17,21,1.235294118
2020-05-25,gcarroll,Automation,14,8,0.5714285714
2020-05-25,yfriedman,Task Creation,13,24,1.846153846
2020-05-25,nblair,Saga Creation,15,22,1.466666667
2020-05-25,kvilla,Account Managment,14,14,1
2020-05-26,gcarroll,Roadmap,16,55,3.4375
2020-05-26,afuentes,Reporting,17,35,2.058823529
2020-05-26,ipierce,Saga Creation,14,16,1.142857143
2020-05-26,nlane,Account Managment,16,6,0.375
2020-05-26,evilla,Automation,14,9,0.6428571429
2020-05-27,kwalter,Reporting,13,27,2.076923077
2020-05-27,shartman,Saga Creation,15,21,1.4
2020-05-27,acombs,Automation,14,10,0.7142857143
2020-05-27,kdurham,Roadmap,15,46,3.066666667
2020-05-27,qwyatt,Task Creation,14,10,0.7142857143
2020-05-27,lwheeler,Account Managment,15,13,0.8666666667
2020-05-28,tduffy,Task Creation,16,14,0.875
2020-05-28,hjames,Roadmap,17,59,3.470588235
2020-05-28,ofrye,Account Managment,15,22,1.466666667
2020-05-28,nlane,Automation,17,9,0.5294117647
2020-05-28,kflowers,Saga Creation,16,35,2.1875
2020-05-29,cdudley,Account Managment,13,9,0.6923076923
2020-05-29,dbell,Saga Creation,16,18,1.125
2020-05-29,yfriedman,Roadmap,16,46,2.875
2020-05-29,nblair,Reporting,15,30,2
2020-05-29,dbriggs,Task Creation,16,29,1.8125
2020-05-29,hjames,Automation,14,8,0.5714285714
2020-05-30,ecoleman,Account Managment,14,25,1.785714286
2020-05-30,rherman,Reporting,17,17,1
2020-05-30,kkane,Saga Creation,16,21,1.3125
2020-05-30,mmayer,Task Creation,14,27,1.928571429
2020-05-30,jnicholson,Automation,15,11,0.7333333333
2020-05-30,aortega,Roadmap,15,51,3.4
2020-05-31,nphillips,Roadmap,17,51,3
2020-05-31,cpetersen,Task Creation,15,15,1
2020-05-31,fsexton,Saga Creation,14,34,2.428571429
2020-05-31,kdurham,Account Managment,17,15,0.8823529412
2020-06-01,mforbes,Saga Creation,14,24,1.714285714
2020-06-01,twright,Task Creation,13,23,1.769230769
2020-06-01,bhensley,Account Managment,14,17,1.214285714
2020-06-02,jbeasley,Account Managment,14,24,1.714285714
2020-06-02,lbuck,Saga Creation,15,23,1.533333333
2020-06-02,kashley,Roadmap,14,59,4.214285714
2020-06-03,jgreen,Roadmap,13,52,4
2020-06-03,kflowers,Task Creation,15,18,1.2
2020-06-03,kkane,Automation,17,2,0.1176470588
2020-06-03,kashley,Saga Creation,13,21,1.615384615
2020-06-03,dbell,Reporting,14,16,1.142857143
2020-06-03,tduffy,Account Managment,17,20,1.176470588
2020-06-04,bwise,Account Managment,17,13,0.7647058824
2020-06-04,nblair,Automation,14,10,0.7142857143
2020-06-04,sferguson,Reporting,17,30,1.764705882
2020-06-04,kdurham,Roadmap,13,44,3.384615385
2020-06-04,qwyatt,Task Creation,15,17,1.133333333
2020-06-04,bedwards,Saga Creation,15,19,1.266666667
2020-06-05,bhensley,Saga Creation,15,34,2.266666667
2020-06-05,shartman,Account Managment,14,21,1.5
2020-06-05,skelly,Reporting,15,30,2
2020-06-05,shorne,Task Creation,17,14,0.8235294118
2020-06-05,ahernandez,Automation,15,7,0.4666666667
2020-06-05,kalvarado,Roadmap,15,40,2.666666667
2020-06-06,ehodges,Saga Creation,17,30,1.764705882
2020-06-06,ecoleman,Automation,17,14,0.8235294118
2020-06-06,mgonzalez,Account Managment,14,17,1.214285714
2020-06-06,cstuart,Roadmap,17,55,3.235294118
2020-06-06,awoodward,Task Creation,17,19,1.117647059
2020-06-06,shorne,Reporting,17,24,1.411764706
2020-06-07,awoodward,Saga Creation,16,28,1.75
2020-06-07,jnicholson,Automation,15,6,0.4
2020-06-07,ehodges,Task Creation,16,23,1.4375
2020-06-07,fsexton,Reporting,16,21,1.3125
2020-06-08,mbarron,Reporting,16,31,1.9375
2020-06-08,kwalter,Task Creation,13,23,1.769230769
2020-06-08,jbarajas,Account Managment,16,8,0.5
2020-06-08,swise,Saga Creation,14,28,2
2020-06-09,ecampos,Account Managment,16,10,0.625
2020-06-09,kcarr,Automation,15,18,1.2
2020-06-09,kkane,Reporting,15,34,2.266666667
2020-06-09,cstuart,Roadmap,17,42,2.470588235
2020-06-10,dbell,Roadmap,14,57,4.071428571
2020-06-10,dbell,Account Managment,16,8,0.5
2020-06-10,kgalloway,Task Creation,17,25,1.470588235
2020-06-10,ahanna,Saga Creation,16,24,1.5
2020-06-10,zhodges,Reporting,14,22,1.571428571
2020-06-10,bedwards,Automation,16,4,0.25
2020-06-11,lbuck,Saga Creation,16,22,1.375
2020-06-11,kdurham,Reporting,14,24,1.714285714
2020-06-11,ecoleman,Roadmap,17,51,3
2020-06-11,soneill,Account Managment,16,9,0.5625
2020-06-11,acox,Task Creation,17,18,1.058823529
2020-06-12,slarson,Task Creation,15,22,1.466666667
2020-06-12,shumphrey,Automation,14,15,1.071428571
2020-06-12,nclarke,Account Managment,13,12,0.9230769231
2020-06-12,mstephens,Reporting,14,17,1.214285714
2020-06-13,amcintyre,Task Creation,13,17,1.307692308
2020-06-13,dhays,Saga Creation,17,18,1.058823529
2020-06-13,dhays,Account Managment,16,6,0.375
2020-06-13,jgreen,Automation,14,14,1
2020-06-13,zmack,Roadmap,15,47,3.133333333
2020-06-13,hjames,Reporting,15,32,2.133333333
2020-06-14,lwheeler,Account Managment,16,18,1.125
2020-06-14,alara,Roadmap,13,43,3.307692308
2020-06-14,mmayer,Task Creation,15,20,1.333333333
2020-06-14,nphillips,Saga Creation,16,30,1.875
2020-06-14,ahernandez,Automation,14,7,0.5
2020-06-15,bcastaneda,Roadmap,14,43,3.071428571
2020-06-15,soneill,Task Creation,17,23,1.352941176
2020-06-15,kwalter,Reporting,16,26,1.625
2020-06-15,oherman,Automation,17,4,0.2352941176
2020-06-16,aortega,Saga Creation,13,17,1.307692308
2020-06-16,gcarroll,Automation,13,4,0.3076923077
2020-06-16,chenson,Roadmap,13,40,3.076923077
2020-06-16,bparker,Reporting,15,33,2.2
2020-06-16,skelly,Task Creation,16,19,1.1875
2020-06-16,jbeasley,Account Managment,15,21,1.4
2020-06-17,aosborn,Reporting,17,28,1.647058824
2020-06-17,soneill,Automation,14,10,0.7142857143
2020-06-17,jbeasley,Account Managment,16,21,1.3125
2020-06-17,cvillarreal,Task Creation,15,23,1.533333333
2020-06-17,prubio,Roadmap,13,46,3.538461538
2020-06-18,rherman,Saga Creation,16,23,1.4375
2020-06-18,rherman,Task Creation,13,30,2.307692308
2020-06-18,kflowers,Account Managment,16,10,0.625
2020-06-18,fsexton,Roadmap,14,43,3.071428571
2020-06-19,dbriggs,Roadmap,14,40,2.857142857
2020-06-19,evilla,Saga Creation,16,29,1.8125
2020-06-19,chodge,Reporting,17,15,0.8823529412
2020-06-19,kalvarado,Task Creation,13,30,2.307692308
2020-06-20,fsexton,Account Managment,13,19,1.461538462
2020-06-20,yfriedman,Saga Creation,13,18,1.384615385
2020-06-20,mstephens,Reporting,17,15,0.8823529412
2020-06-20,qwyatt,Roadmap,13,48,3.692307692
2020-06-20,nlane,Automation,17,2,0.1176470588
2020-06-21,kflowers,Saga Creation,13,21,1.615384615
2020-06-21,mforbes,Account Managment,13,16,1.230769231
2020-06-21,ahanna,Reporting,14,16,1.142857143
2020-06-21,nclarke,Automation,17,10,0.5882352941
2020-06-22,yfriedman,Automation,16,12,0.75
2020-06-22,kwalter,Reporting,13,17,1.307692308
2020-06-22,afuentes,Account Managment,17,25,1.470588235
2020-06-22,jbeasley,Saga Creation,15,33,2.2
2020-06-22,skelly,Roadmap,16,40,2.5
2020-06-23,qwyatt,Account Managment,13,22,1.692307692
2020-06-23,amcintyre,Automation,13,15,1.153846154
2020-06-23,ecoleman,Roadmap,16,49,3.0625
2020-06-23,tosborne,Reporting,15,27,1.8
2020-06-23,alara,Task Creation,13,16,1.230769231
2020-06-23,dbell,Saga Creation,17,19,1.117647059
2020-06-24,shumphrey,Automation,14,12,0.8571428571
2020-06-24,mstephens,Saga Creation,16,35,2.1875
2020-06-24,ablackwell,Roadmap,17,56,3.294117647
2020-06-24,nclarke,Reporting,13,31,2.384615385
2020-06-24,kalvarado,Task Creation,16,30,1.875
2020-06-24,nphillips,Account Managment,15,17,1.133333333
2020-06-25,acox,Task Creation,16,20,1.25
2020-06-25,kflowers,Roadmap,17,54,3.176470588
2020-06-25,rconway,Saga Creation,14,25,1.785714286
2020-06-25,shardin,Automation,13,10,0.7692307692
2020-06-25,afuentes,Reporting,16,35,2.1875
2020-06-25,bcastaneda,Account Managment,16,12,0.75
2020-06-26,amurphy,Roadmap,15,59,3.933333333
2020-06-26,ehodges,Account Managment,14,8,0.5714285714
2020-06-26,eberry,Task Creation,15,21,1.4
2020-06-26,ecoleman,Saga Creation,17,22,1.294117647
2020-06-26,acox,Automation,14,1,0.07142857143
2020-06-27,mgonzalez,Automation,16,5,0.3125
2020-06-27,evilla,Account Managment,15,23,1.533333333
2020-06-27,kdurham,Saga Creation,16,28,1.75
2020-06-27,mkelley,Task Creation,17,17,1
2020-06-27,edillon,Roadmap,17,43,2.529411765
2020-06-27,fsexton,Reporting,15,21,1.4
